;time;id;x;y;angle;type;speed;pos;lane;slope
131025;6,210694444444444;dv_6_4;5067,57;4088,15;316,85;delivery_6;47,808;0,28366;816623833#4_1;0,0
131045;6,210763888888889;dv_6_4;5065,33;4090,54;316,85;delivery_6;47,088;0,28039000000000003;816623833#4_1;0,0
131065;6,210833333333333;dv_6_4;5063,05;4092,97;316,85;delivery_6;47,988;0,27706;816623833#4_1;0,0
131085;6,210902777777778;dv_6_4;5060,78;4095,4;316,85;delivery_6;47,736;0,27374;816623833#4_1;0,0
131105;6,210972222222222;dv_6_4;5058,47;4097,87;316,85;delivery_6;48,672;0,27036;816623833#4_1;0,0
131125;6,211041666666667;dv_6_4;5056,18;4100,31;316,85;delivery_6;48,096;0,26702000000000004;816623833#4_1;0,0
131145;6,211111111111111;dv_6_4;5053,87;4102,76;316,85;delivery_6;48,42;0,26366;816623833#4_1;0,0
131165;6,211180555555556;dv_6_4;5051,62;4105,16;316,85;delivery_6;47,34;0,26037;816623833#4_1;0,0
131185;6,21125;dv_6_4;5049,36;4107,58;316,85;delivery_6;47,519999999999996;0,25707;816623833#4_1;0,0
131205;6,211319444444444;dv_6_4;5047,11;4109,98;316,85;delivery_6;47,484;0,25378;816623833#4_1;0,0
131225;6,211388888888889;dv_6_4;5044,84;4112,4;316,85;delivery_6;47,664;0,25046999999999997;816623833#4_1;0,0
131245;6,211458333333334;dv_6_4;5042,53;4114,87;316,85;delivery_6;48,636;0,24709;816623833#4_1;0,0
131264;6,2115277777777775;dv_6_4;5040,29;4117,25;316,85;delivery_6;47,052;0,24381999999999998;816623833#4_1;0,0
131283;6,211597222222222;dv_6_4;5038,04;4119,65;316,85;delivery_6;47,232;0,24053999999999998;816623833#4_1;0,0
131302;6,211666666666667;dv_6_4;5035,74;4122,1;316,85;delivery_6;48,312;0,23718;816623833#4_1;0,0
131321;6,211736111111111;dv_6_4;5033,44;4124,56;316,85;delivery_6;48,42;0,23381999999999997;816623833#4_1;0,0
131340;6,211805555555555;dv_6_4;5031,2;4126,95;316,85;delivery_6;47,088;0,23055;816623833#4_1;0,0
131359;6,211875;dv_6_4;5028,89;4129,41;316,85;delivery_6;48,636;0,22716999999999998;816623833#4_1;0,0
131378;6,211944444444445;dv_6_4;5026,59;4131,87;316,85;delivery_6;48,456;0,22380999999999998;816623833#4_1;0,0
131397;6,2120138888888885;dv_6_4;5024,22;4134,4;316,85;delivery_6;49,752;0,22036;816623833#4_1;0,0
131416;6,212083333333333;dv_6_4;5021,89;4136,88;316,85;delivery_6;48,996;0,21694999999999998;816623833#4_1;0,0
131435;6,212152777777778;dv_6_4;5019,55;4139,37;316,85;delivery_6;49,176;0,21353999999999998;816623833#4_1;0,0
131454;6,2122222222222225;dv_6_4;5017,2;4141,88;316,85;delivery_6;49,356;0,21011;816623833#4_1;0,0
131473;6,212291666666666;dv_6_4;5014,86;4144,38;316,85;delivery_6;49,212;0,20668999999999998;816623833#4_1;0,0
131492;6,212361111111111;dv_6_4;5012,5;4146,89;316,85;delivery_6;49,608;0,20325;816623833#4_1;0,0
131511;6,212430555555556;dv_6_4;5010,15;4149,41;316,93;delivery_6;49,5;0,19981;816623833#4_1;0,0
131530;6,2125;dv_6_4;5007,83;4151,95;317,31;delivery_6;49,572;0,19637;816623833#4_1;0,0
131549;6,212569444444444;dv_6_4;5005,54;4154,46;317,57;delivery_6;48,78;0,19297999999999998;816623833#4_1;0,0
131568;6,212638888888889;dv_6_4;5003,24;4156,98;317,57;delivery_6;49,14;0,18957000000000002;816623833#4_1;0,0
131587;6,2127083333333335;dv_6_4;5000,95;4159,49;317,57;delivery_6;48,852000000000004;0,18617999999999996;816623833#4_1;0,0
131606;6,212777777777778;dv_6_4;4998,65;4162,0;317,57;delivery_6;48,924;0,18278;816623833#4_1;0,0
131625;6,212847222222222;dv_6_4;4996,37;4164,5;317,57;delivery_6;48,708;0,1794;816623833#4_1;0,0
131644;6,212916666666667;dv_6_4;4994,06;4167,02;317,57;delivery_6;49,176;0,17597999999999997;816623833#4_1;0,0
131663;6,212986111111111;dv_6_4;4991,75;4169,55;317,57;delivery_6;49,32;0,17255999999999994;816623833#4_1;0,0
131682;6,213055555555556;dv_6_4;4989,42;4172,1;317,57;delivery_6;49,608;0,16910999999999998;816623833#4_1;0,0
131701;6,213125;dv_6_4;4987,11;4174,63;317,57;delivery_6;49,284;0,16569;816623833#4_1;0,0
131720;6,2131944444444445;dv_6_4;4984,83;4177,12;317,57;delivery_6;48,636;0,16230999999999995;816623833#4_1;0,0
131739;6,213263888888889;dv_6_4;4982,53;4179,64;317,57;delivery_6;48,996;0,15891;816623833#4_1;0,0
131758;6,213333333333333;dv_6_4;4980,27;4182,24;318,37;delivery_6;49,536;0,15547;816623833#4_1;0,0
131777;6,213402777777778;dv_6_4;4978,02;4184,85;319,26;delivery_6;49,572;0,15203;816623833#4_1;0,0
131796;6,213472222222222;dv_6_4;4975,79;4187,44;319,26;delivery_6;49,104000000000006;0,14861999999999997;816623833#4_1;0,0
131816;6,213541666666667;dv_6_4;4973,55;4190,05;319,26;delivery_6;49,5;0,14517999999999998;816623833#4_1;0,0
131836;6,213611111111111;dv_6_4;4971,33;4192,63;319,26;delivery_6;48,96;0,14177999999999996;816623833#4_1;0,0
131856;6,213680555555555;dv_6_4;4969,09;4195,22;319,26;delivery_6;49,212;0,13835999999999998;816623833#4_1;0,0
131875;6,21375;dv_6_4;4967,06;4197,96;321,43;delivery_6;49,176;0,13495000000000001;816623833#4_1;0,0
131894;6,213819444444445;dv_6_4;4965,11;4200,81;324,85;delivery_6;49,68000000000001;0,1315;816623833#4_1;0,0
131913;6,213888888888889;dv_6_4;4963,2;4203,61;325,7;delivery_6;48,636;0,12811999999999996;816623833#4_1;0,0
131932;6,213958333333333;dv_6_4;4961,28;4206,42;325,7;delivery_6;49,032;0,12470999999999999;816623833#4_1;0,0
131951;6,214027777777778;dv_6_4;4959,34;4209,27;325,7;delivery_6;49,5;0,12128;816623833#4_1;0,0
131969;6,214097222222223;dv_6_4;4957,39;4212,13;325,7;delivery_6;49,752;0,11782000000000004;816623833#4_1;0,0
131987;6,214166666666666;dv_6_4;4955,47;4214,94;325,7;delivery_6;49,032;0,11441999999999997;816623833#4_1;0,0
132005;6,214236111111111;dv_6_4;4953,53;4217,79;325,7;delivery_6;49,5;0,11097999999999997;816623833#4_1;0,0
132024;6,214305555555556;dv_6_4;4951,59;4220,63;325,7;delivery_6;49,464;0,10753999999999997;816623833#4_1;0,0
132043;6,214375;dv_6_4;4949,81;4223,24;325,7;delivery_6;45,396;0,10438999999999998;816623833#4_1;0,0
132062;6,214444444444444;dv_6_4;4948,04;4225,83;325,7;delivery_6;45,18000000000001;0,10125;816623833#4_1;0,0
132081;6,214513888888889;dv_6_4;4946,26;4228,45;325,7;delivery_6;45,576;0,09809000000000001;816623833#4_1;0,0
132099;6,214583333333334;dv_6_4;4944,62;4231,09;326,94;delivery_6;44,712;0,09497999999999995;816623833#4_1;0,0
132117;6,214652777777777;dv_6_4;4942,98;4233,85;328,69;delivery_6;46,116;0,09177999999999997;816623833#4_1;0,0
132135;6,214722222222222;dv_6_4;4941,38;4236,55;329,26;delivery_6;45,18000000000001;0,08864;816623833#4_1;0,0
132153;6,214791666666667;dv_6_4;4939,75;4239,29;329,26;delivery_6;45,792;0,08545999999999998;816623833#4_1;0,0
132171;6,214861111111111;dv_6_4;4938,14;4241,99;329,26;delivery_6;45,288000000000004;0,08232;816623833#4_1;0,0
132188;6,214930555555555;dv_6_4;4936,48;4244,78;329,26;delivery_6;46,62;0,07907999999999998;816623833#4_1;0,0
132205;6,215;dv_6_4;4934,85;4247,53;329,26;delivery_6;45,972;0,07589000000000001;816623833#4_1;0,0
132222;6,2150694444444445;dv_6_4;4933,22;4250,27;329,26;delivery_6;45,936;0,07269999999999999;816623833#4_1;0,0
132239;6,215138888888889;dv_6_4;4931,57;4253,04;329,26;delivery_6;46,368;0,06947999999999999;816623833#4_1;0,0
132256;6,215208333333333;dv_6_4;4929,91;4255,84;329,26;delivery_6;46,764;0,06622999999999996;816623833#4_1;0,0
132273;6,215277777777778;dv_6_4;4928,25;4258,62;329,26;delivery_6;46,583999999999996;0,06298999999999999;816623833#4_1;0,0
132289;6,215347222222222;dv_6_4;4926,58;4261,43;329,26;delivery_6;47,016000000000005;0,05972999999999995;816623833#4_1;0,0
132305;6,215416666666667;dv_6_4;4927,62;4265,95;329,26;delivery_6;46,583999999999996;0,056489999999999985;816623833#4_0;0,0
132321;6,215486111111111;dv_6_4;4925,91;4268,82;329,26;delivery_6;48,276;0,05314000000000002;816623833#4_0;0,0
132337;6,2155555555555555;dv_6_4;4924,19;4271,77;329,57;delivery_6;49,176;0,049719999999999986;816623833#4_0;0,0
132353;6,215625;dv_6_4;4922,5;4274,69;329,88;delivery_6;48,636;0,04635;816623833#4_0;0,0
132369;6,215694444444445;dv_6_4;4920,78;4277,66;329,88;delivery_6;49,428000000000004;0,04291999999999996;816623833#4_0;0,0
132385;6,215763888888889;dv_6_4;4919,06;4280,61;329,88;delivery_6;49,284;0,03948999999999997;816623833#4_0;0,0
132401;6,215833333333333;dv_6_4;4917,35;4283,57;329,88;delivery_6;49,32;0,03606999999999999;816623833#4_0;0,0
132417;6,215902777777778;dv_6_4;4915,64;4286,52;329,88;delivery_6;49,104000000000006;0,03265999999999997;816623833#4_0;0,0
132433;6,215972222222222;dv_6_4;4913,94;4289,44;329,88;delivery_6;48,708;0,029270000000000018;816623833#4_0;0,0
132449;6,2160416666666665;dv_6_4;4912,25;4292,36;329,88;delivery_6;48,636;0,02589999999999998;816623833#4_0;0,0
132465;6,216111111111111;dv_6_4;4910,53;4295,32;329,88;delivery_6;49,356;0,02246999999999999;816623833#4_0;0,0
132481;6,216180555555556;dv_6_4;4908,83;4298,26;329,88;delivery_6;48,996;0,01907000000000003;816623833#4_0;0,0
132496;6,21625;dv_6_4;4907,1;4301,24;329,88;delivery_6;49,716;0,015619999999999967;816623833#4_0;0,0
132511;6,216319444444444;dv_6_4;4905,39;4304,18;329,88;delivery_6;48,996;0,012209999999999999;816623833#4_0;0,0
132526;6,216388888888889;dv_6_4;4903,68;4307,13;329,88;delivery_6;49,14;0,008799999999999975;816623833#4_0;0,0
132541;6,216458333333334;dv_6_4;4901,96;4310,09;329,88;delivery_6;49,392;0,005369999999999986;816623833#4_0;0,0
132556;6,216527777777777;dv_6_4;4900,24;4313,06;329,88;delivery_6;49,464;0,0019299999999999873;816623833#4_0;0,0
