;time;id;x;y;angle;type;speed;pos;lane;slope
373655;7,220069444444444;pv_7_10565_1;5125,81;4022,26;136,31;opti_driver_7;46,368;0,34345;-816623833#4.11_0;0,0
373656;7,220069444444444;pv_7_1407_1;5097,22;4052,19;136,31;opti_driver_7;44,748;0,30205;-816623833#4.11_0;0,0
373657;7,220069444444444;pv_7_6124_0;5154,25;3992,48;136,31;opti_driver_7;44,856;0,38462999999999997;-816623833#4.11_0;0,0
373658;7,220069444444444;pv_7_6241_1;5140,03;4007,37;136,31;opti_driver_7;44,928000000000004;0,36405;-816623833#4.11_0;0,0
373659;7,220069444444444;pv_7_768_0;5111,44;4037,3;136,31;opti_driver_7;44,604000000000006;0,32265;-816623833#4.11_0;0,0
373660;7,220069444444444;pv_7_847_1;5169,82;3978,81;129,27;opti_driver_7;45,431999999999995;0,40538;-816623833#4.11_0;0,0
373661;7,220138888888889;pv_7_10565_1;5127,94;4020,02;136,31;opti_driver_7;44,568000000000005;0,34654;-816623833#4.11_0;0,0
373662;7,220138888888889;pv_7_1407_1;5099,34;4049,97;136,31;opti_driver_7;44,28;0,30513;-816623833#4.11_0;0,0
373663;7,220138888888889;pv_7_6124_0;5156,44;3990,19;136,31;opti_driver_7;45,648;0,38780000000000003;-816623833#4.11_0;0,0
373664;7,220138888888889;pv_7_6241_1;5142,19;4005,11;136,31;opti_driver_7;44,856;0,36716000000000004;-816623833#4.11_0;0,0
373665;7,220138888888889;pv_7_768_0;5113,66;4034,98;136,31;opti_driver_7;46,188;0,32586000000000004;-816623833#4.11_0;0,0
373666;7,220138888888889;pv_7_847_1;5172,28;3976,8;129,27;opti_driver_7;45,72;0,40856;-816623833#4.11_0;0,0
373667;7,220208333333333;pv_7_10565_1;5130,08;4017,79;136,31;opti_driver_7;44,532;0,34963;-816623833#4.11_0;0,0
373668;7,220208333333333;pv_7_1407_1;5101,56;4047,65;136,31;opti_driver_7;46,224000000000004;0,30833999999999995;-816623833#4.11_0;0,0
373669;7,220208333333333;pv_7_6124_0;5158,65;3987,95;135,75;opti_driver_7;45,36;0,39094999999999996;-816623833#4.11_0;0,0
373670;7,220208333333333;pv_7_6241_1;5144,38;4002,82;136,31;opti_driver_7;45,648;0,37033;-816623833#4.11_0;0,0
373671;7,220208333333333;pv_7_768_0;5115,8;4032,74;136,31;opti_driver_7;44,676;0,32896;-816623833#4.11_0;0,0
373672;7,220208333333333;pv_7_847_1;5174,7;3974,82;129,27;opti_driver_7;45,0;0,41168;-816623833#4.11_0;0,0
373673;7,220277777777778;pv_7_10565_1;5132,25;4015,52;136,31;opti_driver_7;45,18000000000001;0,35277;-816623833#4.11_0;0,0
373674;7,220277777777778;pv_7_1407_1;5103,68;4045,43;136,31;opti_driver_7;44,28;0,31141;-816623833#4.11_0;0,0
373675;7,220277777777778;pv_7_6124_0;5161,1;3985,94;131,28;opti_driver_7;45,648;0,39412;-816623833#4.11_0;0,0
373676;7,220277777777778;pv_7_6241_1;5146,55;4000,54;136,31;opti_driver_7;45,324;0,37348000000000003;-816623833#4.11_0;0,0
373677;7,220277777777778;pv_7_768_0;5117,98;4030,46;136,31;opti_driver_7;45,288000000000004;0,33211;-816623833#4.11_0;0,0
